,sizex,sizey,total_size,goalx,goaly,startx,starty,loop,pattern,DFS-Effi,BFS-Effi,A*-Effi,Bi-Effi,dijkstra-Effi,GBest-Effi,Best-Effi
133,100,73,7300,40,70,71,60,1,h,1.9984441283385663,2.4050218190815165,2.057294984371409,2.002913892504915,2.6009655822781337,2.003742383440465,DFS-Effi
134,86,86,7396,28,75,10,86,1,h,1.99862081798332,2.230667474212297,2.0228217778958224,2.002228859936221,2.5679731937994483,2.009829488683469,DFS-Effi
135,88,88,7744,79,47,58,36,1,h,1.9976564432317807,2.2016636527070528,2.021678704412228,2.002940597817088,2.578847563298932,2.015890062669655,DFS-Effi
136,14,16,224,13,16,7,6,2,h,1.9805613741097607,1.9794973544973544,1.9785403919482127,1.9782021604938271,1.9794973544973544,1.978609062170706,Bi-Effi
137,16,19,304,14,5,4,14,2,h,1.9829282407407407,1.9885008834777549,1.9885015958827608,1.9854343894582185,1.989935502718613,1.9880540710620875,DFS-Effi
138,24,17,408,24,11,10,15,2,h,1.9886231654524336,1.9908941238003408,1.986732141767828,1.985187623436472,1.9870591427021165,1.9852659428884225,Bi-Effi
139,13,35,455,8,23,11,33,2,h,1.9927270361696592,1.978869047619048,1.9852881132069744,1.9727369921596576,1.98216789995304,1.97398753894081,Bi-Effi
140,56,10,560,7,6,4,5,2,h,1.825757814176098,1.865658422493152,1.8430027878257595,1.8542074345816024,1.862827100857804,1.837750544755428,DFS-Effi
141,37,17,629,6,15,36,10,2,h,1.993963578540722,2.004528523658817,1.997506266773076,1.9946280225638064,2.009148725227193,1.998951212559012,DFS-Effi
142,15,43,645,6,39,5,32,2,h,1.9863745201626688,1.8544061302682,1.8263888888888888,1.8285714285714287,1.85663082437276,1.8362573099415205,A*-Effi
143,14,49,686,12,26,7,42,2,h,1.9777089407191448,1.9739583333333333,1.9714743589743589,1.9730983302411875,1.9739583333333333,1.967930711610487,GBest-Effi
144,21,35,735,19,13,15,13,2,h,1.9688311688311688,1.9784624771201955,1.9770562770562767,1.9724341192787795,1.9935787671401688,1.9728896103896103,DFS-Effi
145,13,67,871,11,48,5,6,2,h,1.994288587871781,2.015646827993175,1.9994535443090016,1.9950981319020136,2.0225525466198406,1.9990095999658672,DFS-Effi
146,23,42,966,14,9,7,21,2,h,1.996973083249816,2.0212314108637104,2.0025097787517363,1.9975880804452109,2.029765009834042,2.001278376593556,DFS-Effi
147,17,58,986,8,42,4,4,2,h,1.9966214621486185,1.9942720938118104,1.992891884954626,1.9913172259219936,2.011156013665887,1.993281878397828,Bi-Effi
148,13,78,1014,13,57,9,34,2,h,1.9968663067760504,2.007636636225046,2.007429307012753,1.9907383586313352,2.022083360855177,1.990411255411256,GBest-Effi
149,13,82,1066,12,80,8,71,2,h,1.9947256058845888,1.9947127083612035,1.9884542466473496,1.985280294578752,2.014507259640948,1.9883758364877355,Bi-Effi
150,82,13,1066,22,10,35,5,2,h,1.992213377497596,2.008115742363299,1.9930977312390925,1.992455218068536,2.0225120403824297,1.9915070689155312,GBest-Effi
151,57,19,1083,24,6,27,1,2,h,1.9361907146089985,1.900066991132615,1.8926260953159493,1.911231891968508,1.9049575291409533,1.8746032552706056,GBest-Effi
152,14,81,1134,12,46,9,9,2,h,1.9948711968344,2.02183579262674,2.000872537533229,1.9936574986113085,2.0412466918478422,1.9962263463128656,Bi-Effi
153,39,31,1209,20,24,4,23,2,h,1.988963755737167,1.993064187839588,1.990113530108528,1.9871881766932784,2.0216696637535296,1.9847037948857469,GBest-Effi
154,45,28,1260,7,19,11,15,2,h,1.9865422489888296,1.9875558415840409,1.9866498585659385,1.979162733973684,2.012492380877421,1.977933112328818,GBest-Effi
155,58,23,1334,29,12,36,8,2,h,1.9943204342390144,2.0252255918421103,2.002060520907281,1.9939142217509127,2.056227413695773,1.992657210557359,GBest-Effi
156,67,20,1340,37,16,6,9,2,h,1.99628252643586,2.0192857025530166,2.000749245657693,1.9968394779939007,2.056005419406003,1.996834889038387,DFS-Effi
157,18,75,1350,15,32,10,30,2,h,1.99421391663637,2.0001199360784705,1.99276365451689,1.990057080667136,2.036242659413401,1.989211065996088,GBest-Effi
158,77,18,1386,41,16,71,1,2,h,1.99536821018185,2.0094848636767626,1.9946386946386947,1.994972410126675,2.045795462435649,1.9940617959446407,GBest-Effi
159,15,98,1470,14,63,14,26,2,h,1.95293490065551,1.967890392408747,1.9613046797745604,1.9592642184941271,1.9774849737884388,1.9673277228164048,DFS-Effi
160,67,22,1474,36,7,55,3,2,h,1.9941967754467755,2.010135475963729,1.9952571297472823,1.995506734536304,2.0387492027652523,2.0099161472562423,DFS-Effi
161,44,34,1496,41,9,3,9,2,h,1.997445571750808,2.0269809062261275,2.019735901631601,2.000717400062559,2.06197657923655,1.997524541544256,DFS-Effi
162,33,49,1617,24,44,15,44,2,h,1.994222779655925,2.0481145551513857,2.0048601149974004,1.9948386270854093,2.0827710283534966,2.001007561324564,DFS-Effi
163,21,79,1659,14,44,6,14,2,h,1.996399056437248,2.026660822900636,2.010426339042173,1.9955043412748403,2.0671774700500154,1.995604395604396,Bi-Effi
164,28,60,1680,22,8,20,17,2,h,1.9942823108993448,2.024593208288504,2.0048304809507225,1.995682288607599,2.0713337666068434,1.9976401631572087,DFS-Effi
165,21,85,1785,18,62,9,47,2,h,1.9967566320645904,2.03974978788314,2.011452878265005,1.9957631384656689,2.079289055902307,1.9956297558205565,GBest-Effi
166,52,36,1872,37,32,24,1,2,h,1.992373613384252,1.991257636401938,2.005612478461374,1.9888425201414248,2.034366838712419,1.991861776313837,Bi-Effi
167,20,94,1880,11,93,11,65,2,h,1.9762122711528949,1.9729222945434683,1.969957617944656,1.9665197726210888,1.9931641654104413,1.969444915973519,Bi-Effi
168,64,35,2240,56,9,19,12,2,h,1.9976705362045344,2.10129951219786,2.014854582687568,2.0018735955085125,2.153639799976223,2.0052691972221144,DFS-Effi
169,27,93,2511,5,65,8,20,2,h,1.998453859009632,2.211188142953621,2.0278783270992773,1.9983750071460853,2.3105737819948944,2.013304750205264,Bi-Effi
